Id,SalePrice
1461,128514.48
1462,161243.39
1463,179230.48
1464,191788.28
1465,182406.44
1466,165289.44
1467,174658.2
1468,165980.03
1469,177506.31
1470,132031.81
1471,184703.62
1472,97084.54
1473,98361.96
1474,145528.94
1475,115328.13
1476,386359.25
1477,260141.69
1478,277417.66
1479,294576.8
1480,486400.94
1481,345205.44
1482,209357.7
1483,177935.62
1484,164367.5
1485,180686.69
1486,194854.22
1487,360109.25
1488,231034.16
1489,197082.11
1490,232681.47
1491,180539.77
1492,90950.69
1493,170003.67
1494,289706.6
1495,289621.5
1496,223220.88
1497,183629.97
1498,172284.73
1499,161434.64
1500,155431.36
1501,182660.25
1502,144028.25
1503,285873.56
1504,251708.4
1505,221556.42
1506,186806.0
1507,231176.31
1508,206926.31
1509,164659.0
1510,143416.53
1511,154609.22
1512,170302.4
1513,136269.86
1514,165287.86
1515,192928.97
1516,165456.77
1517,157609.77
1518,125199.68
1519,217647.12
1520,138457.66
1521,141456.95
1522,167183.44
1523,114507.38
1524,131738.25
1525,122941.55
1526,102734.63
1527,104921.37
1528,141703.38
1529,162973.95
1530,173689.48
1531,108984.08
1532,94243.766
1533,139398.47
1534,131953.39
1535,164292.44
1536,109523.164
1537,64462.945
1538,154481.0
1539,194228.62
1540,95230.45
1541,153386.73
1542,141550.47
1543,201635.38
1544,85281.516
1545,106013.07
1546,133725.06
1547,133120.92
1548,147123.53
1549,124664.72
1550,140154.56
1551,112465.16
1552,147170.95
1553,159928.02
1554,120855.12
1555,169095.42
1556,91504.09
1557,98899.99
1558,95010.836
1559,75371.94
1560,139239.56
1561,128634.64
1562,130347.7
1563,126995.19
1564,160814.31
1565,144192.75
1566,251483.34
1567,68690.375
1568,244661.27
1569,151254.88
1570,137665.16
1571,126095.38
1572,153733.95
1573,258776.58
1574,120243.97
1575,227574.45
1576,228267.84
1577,191017.25
1578,140746.45
1579,155986.88
1580,190054.92
1581,150256.52
1582,125884.875
1583,320838.1
1584,229854.0
1585,139248.33
1586,68064.56
1587,96972.48
1588,159907.89
1589,87683.4
1590,139367.23
1591,97541.695
1592,119843.39
1593,124589.01
1594,135579.84
1595,112651.51
1596,246776.61
1597,225594.23
1598,224838.2
1599,165055.83
1600,157983.42
1601,64768.16
1602,110235.414
1603,88325.016
1604,262225.53
1605,244338.33
1606,167067.72
1607,175290.62
1608,215645.1
1609,184540.23
1610,168185.31
1611,135036.47
1612,169355.1
1613,161664.81
1614,119437.55
1615,92263.91
1616,75416.945
1617,95133.33
1618,130230.78
1619,144386.22
1620,158112.73
1621,143781.22
1622,150329.48
1623,259297.08
1624,220260.78
1625,114614.125
1626,150547.55
1627,191715.33
1628,268491.12
1629,189648.81
1630,383291.9
1631,229624.38
1632,242468.55
1633,170931.12
1634,200351.67
1635,174708.52
1636,156922.25
1637,203594.89
1638,185345.56
1639,171927.25
1640,278467.3
1641,176516.58
1642,249379.97
1643,232072.25
1644,239796.64
1645,208415.05
1646,166951.12
1647,154387.62
1648,137154.34
1649,148274.89
1650,114466.44
1651,126839.66
1652,97944.48
1653,99870.83
1654,147060.97
1655,143106.66
1656,139899.89
1657,150980.9
1658,141691.89
1659,119461.695
1660,148110.38
1661,491765.72
1662,414981.56
1663,405733.25
1664,500433.0
1665,316963.25
1666,357554.34
1667,433194.4
1668,352846.53
1669,290837.7
1670,363307.28
1671,271849.88
1672,429498.75
1673,302651.28
1674,247415.92
1675,190818.8
1676,188514.6
1677,228457.97
1678,459990.62
1679,401637.06
1680,340881.84
1681,240806.14
1682,322055.72
1683,178019.81
1684,171388.83
1685,173644.92
1686,165744.98
1687,172623.7
1688,197875.36
1689,198693.6
1690,197260.19
1691,181612.5
1692,261551.44
1693,179330.69
1694,192751.12
