Id,SalePrice
1461,220608.7
1462,217.1106
1463,184429.2
1464,157105.53
1465,326905.94
1466,214122.06
1467,29175.68
1468,62840.082
1469,49437.477
1470,408649.2
1471,29327.63
1472,298259.9
1473,231844.84
1474,101784.97
1475,17112.709
1476,1201771.9
1477,438199.22
1478,452805.6
1479,292429.38
1480,1406165.2
1481,4610955.0
1482,1601738.4
1483,253031.17
1484,1285226.2
1485,583175.4
1486,376499.38
1487,902926.2
1488,82963.07
1489,108849.875
1490,640741.5
1491,1260344.9
1492,231268.7
1493,511.95728
1494,28641.729
1495,720275.9
1496,3004543.0
1497,665013.9
1498,8374.547
1499,79808.7
1500,276260.47
1501,158387.72
1502,949648.6
1503,127.508514
1504,3898318.8
1505,986509.8
1506,251309.28
1507,263645.53
1508,60113.812
1509,1642851.5
1510,11746.585
1511,1390.7513
1512,222350.83
1513,71016.984
1514,242.13808
1515,27487.459
1516,46474.332
1517,49177.812
1518,602615.9
1519,118685.195
1520,406997.0
1521,26481.514
1522,119238.61
1523,291474.94
1524,329798.1
1525,5209626.5
1526,149894.84
1527,572994.7
1528,512483.7
1529,392449.53
1530,242308.36
1531,102235.1
1532,151095.56
1533,224220.02
1534,3989.8757
1535,6427.47
1536,2347452.8
1537,192849.86
1538,43629.336
1539,29.386646
1540,98881.6
1541,578070.6
1542,14880.007
1543,60273.574
1544,1404038.6
1545,3288309.5
1546,268530.8
1547,860521.3
1548,1680096.9
1549,83430.875
1550,309826.38
1551,201935.77
1552,272768.66
1553,5076.8384
1554,356065.62
1555,557168.1
1556,244563.3
1557,180104.69
1558,354500.9
1559,1056756.8
1560,123409.08
1561,554.7572
1562,148019.16
1563,140701.62
1564,241172.25
1565,777703.94
1566,956572.1
1567,580120.6
1568,8348580.0
1569,264993.88
1570,169782.5
1571,1971023.2
1572,10415.029
1573,1974.273
1574,2999.0078
1575,256376.64
1576,200055.16
1577,272892.53
1578,13420.575
1579,293.48685
1580,126714.28
1581,23383.342
1582,104785.875
1583,835693.2
1584,465200.75
1585,171467.3
1586,27.115442
1587,162.10974
1588,103790.42
1589,237903.08
1590,1041245.8
1591,76884.32
1592,431538.9
1593,708950.1
1594,213.74052
1595,9523.485
1596,2416.3787
1597,33645.883
1598,90239.46
1599,4625.574
1600,1929.4735
1601,17632.502
1602,482183.28
1603,39015.766
1604,57625.72
1605,481816.94
1606,1814780.6
1607,197.7332
1608,2916817.0
1609,101053.664
1610,12789.074
1611,556300.0
1612,21216.287
1613,10643.575
1614,22143.781
1615,87868.23
1616,248206.45
1617,549659.0
1618,4213.5176
1619,7111.081
1620,3.145611
1621,19240.648
1622,37284.316
1623,113511.336
1624,636806.8
1625,77698.0
1626,88494.07
1627,305127.72
1628,2176831.5
1629,50322.574
1630,5114644.5
1631,186854.3
1632,1544255.5
1633,183757.33
1634,117169.65
1635,267155.06
1636,45338.83
1637,11973.378
1638,323.86966
1639,47597.633
1640,1660488.4
1641,692178.7
1642,774189.7
1643,13361.905
1644,1118309.9
1645,1018118.1
1646,908471.4
1647,104890.16
1648,51278.066
1649,1619120.8
1650,76447.02
1651,149692.0
1652,866722.3
1653,1137518.6
1654,62123.496
1655,24709.936
1656,280051.12
1657,290610.06
1658,18401.924
1659,67434.93
1660,17116.594
1661,1050433.6
1662,844499.7
1663,460081.0
1664,48.004074
1665,355205.84
1666,69899.3
1667,1328945.6
1668,5901.3066
1669,1293306.8
1670,928739.75
1671,566885.94
1672,1194313.4
1673,767117.3
1674,330213.84
1675,555088.56
1676,1054471.5
1677,1311868.1
1678,454996.38
1679,1676829.9
1680,433823.66
1681,348021.4
1682,654553.4
1683,526407.56
1684,548927.75
1685,305868.6
1686,745735.44
1687,51805.14
1688,488974.3
1689,461777.34
1690,699694.3
1691,1168620.4
1692,943180.9
1693,501201.5
1694,174607.9
1695,52620.4
1696,16124.314
1697,33119.547
1698,1131595.8
1699,105601.48
1700,297817.62
1701,595931.56
1702,1139690.4
1703,1226586.8
1704,1509337.6
1705,374480.1
1706,264615.6
1707,240308.08
1708,226255.48
1709,1575133.8
1710,840049.6
1711,1681008.9
1712,423443.7
1713,1351148.5
1714,394184.72
1715,1470732.4
1716,135884.3
1717,173168.31
1718,69.84275
1719,1554566.4
1720,7554436.0
1721,33474.047
1722,15.178379
1723,17964.555
1724,440091.78
1725,7435493.0
1726,590278.7
1727,47365.113
1728,121033.09
1729,167902.92
1730,73594.43
1731,712526.94
1732,179099.61
1733,314736.66
1734,78.37418
1735,21636.742
1736,113112.26
1737,174553.8
1738,288835.12
1739,144791.9
1740,1059664.2
1741,2141317.8
1742,81832.086
1743,35980.664
1744,22585.654
1745,4599.529
1746,134129.3
1747,293154.8
1748,7873.6294
1749,164879.47
1750,427525.34
1751,5938520.5
1752,185851.78
1753,58659.094
1754,1097986.9
1755,11935.527
1756,51819.17
1757,676901.8
1758,415812.3
1759,262679.8
1760,172233.31
1761,92381.36
1762,715152.0
1763,92179.125
1764,242032.83
1765,6.0712843
1766,254050.1
1767,495771.6
1768,49087.29
1769,327048.12
1770,17517.941
1771,318643.53
1772,34624.184
1773,1126496.2
1774,15263.283
1775,407490.66
1776,189258.73
1777,456533.28
1778,21135.69
1779,9733.98
1780,10938.396
1781,39815.383
1782,128416.83
1783,12861.593
1784,1454890.4
1785,122614.4
1786,652451.2
1787,1694.7141
1788,12487.634
1789,75676.17
1790,26214.938
1791,38673.137
1792,729394.8
1793,34197.375
1794,29213.127
1795,109636.13
1796,4343.705
1797,180430.3
1798,461536.94
1799,3348522.5
1800,173065.3
1801,270482.12
1802,115884.34
1803,393897.62
1804,787255.6
1805,260345.45
1806,44635.445
1807,235123.8
1808,163140.95
1809,19359.273
1810,1056503.9
1811,17301.736
1812,538627.9
1813,153696.44
1814,3253.5796
1815,12864004.0
1816,24195.217
1817,12732.692
1818,32087.8
1819,4196.1143
1820,22641.984
1821,31016.266
1822,62145.598
1823,75299.734
1824,14161.751
1825,73135.73
1826,26918.861
1827,188607.38
1828,188029.98
1829,163248.66
1830,148187.38
1831,2471896.5
1832,2865.6372
1833,436730.7
1834,243856.45
1835,16606.387
1836,536596.5
1837,33419.85
1838,1497443.2
1839,20846.762
1840,15782.1455
1841,5863.121
1842,189.12628
1843,99541.26
