Id,SalePrice
1461,122336.34499979066
1462,160740.57094231623
1463,182201.46406739057
1464,195965.64385878606
1465,189896.14065747766
1466,170287.66934236023
1467,176428.5807180167
1468,166103.23357105142
1469,185828.32527252883
1470,126119.74186361341
1471,186565.33574645699
1472,97995.80123719711
1473,98459.13353903059
1474,147362.75029341705
1475,111178.94914677717
1476,374426.5800882423
1477,258351.78079577474
1478,286381.1808673385
1479,294841.3507203078
1480,490452.81672712596
1481,342859.8336771848
1482,215222.1271901533
1483,180109.9831786156
1484,160964.08172778893
1485,187173.47343955227
1486,196460.8944999294
1487,346876.28474036726
1488,235104.59888182578
1489,193826.71353198844
1490,237696.61923710792
1491,188010.02071535325
1492,93134.37507145564
1493,174618.76323650606
1494,294425.13850851986
1495,296055.49991456175
1496,226221.94641459847
1497,181774.02950814823
1498,166789.28773103806
1499,161331.17618250992
1500,156726.02885883037
1501,180701.9621553531
1502,146032.42002238845
1503,283695.61925422336
1504,247336.64773894087
1505,224434.4729302137
1506,193337.76099075493
1507,241194.0713437652
1508,205123.48462873595
1509,164947.61472602404
1510,143925.47088461107
1511,152063.92465847795
1512,174702.89045065443
1513,141900.13635412665
1514,159647.98615979275
1515,195637.43100638338
1516,159557.51195403808
1517,166469.47288696287
1518,130404.06895365982
1519,212197.94789638615
1520,134357.83017545202
1521,136384.24619620063
1522,174710.75361227625
1523,114064.83300952619
1524,129866.52335421505
1525,121660.62570909093
1526,108092.33769071131
1527,107521.0910503644
1528,143816.47438635907
1529,156581.40445756045
1530,181251.48076197554
1531,109501.93930790215
1532,97254.42392282758
1533,147303.25667094535
1534,128020.38426658825
1535,159558.0880394922
1536,109391.6303271499
1537,64350.95328406751
1538,152489.81378135312
1539,198692.96561378642
1540,95131.2054668542
1541,148790.42857823198
1542,142572.6602205258
1543,195304.70951440895
1544,86224.1836987387
1545,111074.2763472005
1546,133312.22036981562
1547,132116.34643574283
1548,143201.07596510876
1549,122824.94182516435
1550,136407.22868699342
1551,112294.78831099463
1552,143148.39250697262
1553,156192.82590348358
1554,121127.82157109585
1555,169116.68548080884
1556,87022.98738627035
1557,102995.87357762187
1558,97051.83599914811
1559,76596.05094882808
1560,135284.1611709183
1561,127513.34715231454
1562,128538.30938624596
1563,122468.36767534607
1564,161598.51336673723
1565,145157.76945487628
1566,248293.37879788372
1567,72669.5617167058
1568,240036.51955150286
1569,141193.0825062016
1570,140231.21207990023
1571,127422.36623560052
1572,151122.24717386777
