Id,SalePrice
1461,116455.22074950955
1462,160239.3258624138
1463,185221.6844611118
1464,200233.98682442596
1465,197693.36667096431
1466,175437.0518138719
1467,178216.90569774812
1468,166226.52130666687
1469,194540.49357297726
1470,120472.39837589036
1471,188445.81779055428
1472,98915.61798595288
1473,98556.4037410565
1474,149219.6771121164
1475,107179.0438115777
1476,362862.44274473604
1477,256574.18202145575
1478,295634.32656054647
1479,295106.11887299555
1480,494538.4423779929
1481,340530.18103607267
1482,221250.81878004552
1483,182310.90725370366
1484,157631.13747158804
1485,193893.13165245551
1486,198080.81435634758
1487,334129.5878279039
1488,239246.76203400278
1489,190625.08779394
1490,242819.8698657581
1491,195789.37132390635
1492,95370.49611341904
1493,179359.14558651828
1494,299220.54395247257
1495,302632.4300513824
1496,229263.3691170746
1497,179936.8525336874
1498,161469.12874735802
1499,161227.78069201956
1500,158031.48695719687
1501,178764.66910630057
1502,148064.4839369574
1503,281534.26928494626
1504,243040.82072218985
1505,227349.90649948618
1506,200097.89977822444
1507,251645.94323772244
1508,203336.3645302577
1509,165236.73237505773
1510,144436.220601913
1511,149560.52727788183
1512,179217.0788630548
1513,147763.039391248
1514,154200.55912192352
1515,198383.92408703064
1516,153868.5950708991
1517,175827.2157536128
1518,135824.79835831132
1519,206885.19987561458
1520,130379.40906732318
1521,131493.44659401086
1522,182576.98747787013
1523,113623.9928924908
1524,128021.38582344071
1525,120393.04926731354
1526,113729.44810105933
1527,110185.22745111458
1528,145961.09042923056
1529,150439.60478980752
1530,189142.71386157663
1531,110022.263037372
1532,100361.25618376514
1533,155656.2925876738
1534,124204.60392747118
1535,154960.17350001147
1536,109260.25206133352
1537,64239.15473336754
1538,150524.29374046595
1539,203259.9255956617
1540,95032.06067791468
1541,144331.85176250053
1542,143602.22732024794
1543,189172.81273340306
1544,87177.26955918716
1545,116377.11086052163
1546,132900.65481875112
1547,131119.35754691844
1548,139383.20229398596
1549,121012.3140104852
1550,132760.09454276456
1551,112124.67622557338
1552,139235.77466180365
1553,152544.87245844796
1554,121401.13803479899
1555,169137.94547075967
1556,82761.32553175163
1557,107261.3839081937
1558,99136.68140262748
1559,77840.04720641354
1560,131441.11824208245
1561,126401.82970861442
1562,126754.03503325318
1563,118102.90710638162
1564,162386.53862022198
1565,146129.24373843407
1566,245143.88021387492
1567,76879.25839902836
1568,235499.18797806202
1569,131800.62608539977
1570,142845.09861529752
1571,128763.31617947748
1572,148554.90290663304
1573,244110.91239587544
1574,125734.03949936248
1575,241113.55760164978
1576,248215.87380685582
1577,176445.5473944747
1578,145267.74522231575
1579,156147.95701347914
1580,196273.5893657025
1581,160351.72588076376
1582,122117.37398985618
1583,300149.74246015993
1584,220951.78606089353
1585,134575.92909375357
1586,67517.00580857808
1587,102750.47624156848
1588,154824.54124554835
1589,98949.19431141097
1590,138330.23384483895
1591,97697.45595343928
1592,116320.1120365595
1593,121459.39551327757
1594,121455.93864268996
1595,109220.05427083596
1596,221956.58384614615
1597,192470.18039712802
1598,229632.9885927897
1599,161888.49703335424
1600,155899.23747593016
1601,64952.14149894102
1602,111702.7474529373
1603,85211.79529115456
1604,267116.11309940333
1605,244194.16331496023
1606,177456.4694776565
1607,182735.26801800786
1608,216872.43637379227
1609,181294.07169872406
1610,156805.92001161614
1611,144942.9142764513
1612,173996.08144462926
1613,169607.9267775627
1614,126805.46854300733
1615,98290.95741518273
1616,83647.60395646306
1617,95438.84271289431
1618,123222.51995765763
1619,137413.28707614407
1620,161549.43884353447
1621,143726.76349919068
1622,145784.66520456984
1623,267579.95686075336
1624,218519.971402562
1625,116900.60520961578
1626,173568.07525128877
1627,196544.24776366045
